
YEAR        MONTH       DAY         SMOOTHED_SALES                   
       2017           5          23                        1200801.59
       2017           5          24                        1223689.08
       2017           5          25                        1245070.00
       2017           5          26                        1261343.34
       2017           5          27                        1274219.41
       2017           5          28                        1283124.52
       2017           5          29                        1288511.66
       2017           5          30                        1290180.58
       2017           5          31                        1288025.86
       2017           6           1                        1282426.01
       2017           6           2                        1272209.54
       2017           6           3                        1258526.11
       2017           6           4                        1240928.83
       2017           6           5                        1219917.53
       2017           6           6                        1197002.93
       2017           6           7                        1170948.18
       2017           6           8                        1142255.41
       2017           6           9                        1109558.89
       2017           6          10                        1074619.95
       2017           6          11                        1037689.61
       2017           6          12                         999664.73
       2017           6          13                         960658.71
       2017           6          14                         920616.63
       2017           6          15                         878103.05
       2017           6          16                         836510.91
       2017           6          17                         793556.03
       2017           6          18                         751454.77
       2017           6          19                         709084.19
       2017           6          20                         666286.60
       2017           6          21                         625583.82
       2017           6          22                         584857.55
       2017           6          23                         544114.33
       2017           6          24                         506799.33
       2017           6          25                         469180.99
       2017           6          26                         434399.70
       2017           6          27                         400848.25
       2017           6          28                         369708.31
       2017           6          29                         339653.51
       2017           6          30                         311490.74
       2017           7           1                         285409.74
       2017           7           2                         261502.56
       2017           7           3                         239616.82
       2017           7           4                         219385.09
       2017           7           5                         200841.52
       2017           7           6                         184612.48
       2017           7           7                         169053.20
       2017           7           8                         155009.50
       2017           7           9                         142927.91
       2017           7          10                         131728.87
       2017           7          11                         122655.37
       2017           7          12                         115355.97
       2017           7          13                         108826.03
       2017           7          14                         102957.20
       2017           7          15                          98546.76
       2017           7          16                          95358.41
       2017           7          17                          92900.85
       2017           7          18                          91888.95
       2017           7          19                          91820.04
       2017           7          20                          92050.12
       2017           7          21                          93350.45
       2017           7          22                          95298.19
       2017           7          23                          98308.01
       2017           7          24                         102050.09
       2017           7          25                         106205.47
       2017           7          26                         111284.11
       2017           7          27                         117494.75
       2017           7          28                         123990.57
       2017           7          29                         131290.86
       2017           7          30                         139850.00
       2017           7          31                         149569.21
       2017           8           1                         159655.68
       2017           8           2                         170529.62
       2017           8           3                         182583.20
       2017           8           4                         194764.92
       2017           8           5                         208315.12
       2017           8           6                         222532.52
       2017           8           7                         238056.63
       2017           8           8                         254984.38
       2017           8           9                         272983.33
       2017           8          10                         291286.35
       2017           8          11                         310161.35
       2017           8          12                         331036.22
       2017           8          13                         352155.72
       2017           8          14                         374359.07
       2017           8          15                         397307.70
       2017           8          16                         420720.62
       2017           8          17                         445734.44
       2017           8          18                         470693.98
       2017           8          19                         496173.48
       2017           8          20                         523256.28
       2017           8          21                         550036.03
       2017           8          22                         577379.86
       2017           8          23                         604945.79
       2017           8          24                         631602.46
       2017           8          25                         659071.99
       2017           8          26                         687103.38
       2017           8          27                         714706.25
       2017           8          28                         743197.91
       2017           8          29                         769918.15
       2017           8          30                         796814.12
       2017           8          31                         822270.53
       2017           9           1                         847843.63
       2017           9           2                         872742.41
       2017           9           3                         895500.25
       2017           9           4                         917051.33
       2017           9           5                         937913.48
       2017           9           6                         957103.65
       2017           9           7                         974468.20
       2017           9           8                         990485.46
       2017           9           9                        1004218.88
       2017           9          10                        1017781.64
       2017           9          11                        1028316.26
       2017           9          12                        1036859.18
       2017           9          13                        1044025.74
       2017           9          14                        1048516.67
       2017           9          15                        1051799.59
       2017           9          16                        1052687.81
       2017           9          17                        1051617.65
       2017           9          18                        1048109.63
       2017           9          19                        1043097.46
       2017           9          20                        1035297.30
       2017           9          21                        1026573.99
       2017           9          22                        1015726.52
       2017           9          23                        1002565.37
       2017           9          24                         988691.91
       2017           9          25                         973380.12
       2017           9          26                         955825.51
       2017           9          27                         935376.65
       2017           9          28                         913980.02
       2017           9          29                         892858.56
       2017           9          30                         869106.99
       2017          10           1                         844542.68
       2017          10           2                         818795.02
       2017          10           3                         792233.29
       2017          10           4                         765989.18
       2017          10           5                         740126.44
       2017          10           6                         712927.60
       2017          10           7                         685617.25
       2017          10           8                         658627.17
       2017          10           9                         630814.63
       2017          10          10                         603385.60
       2017          10          11                         575535.59
       2017          10          12                         549537.24
       2017          10          13                         522581.51
       2017          10          14                         496466.45
       2017          10          15                         470919.50
       2017          10          16                         445791.72
       2017          10          17                         421682.49
       2017          10          18                         397533.96
       2017          10          19                         375010.87
       2017          10          20                         352993.19
       2017          10          21                         331989.02
       2017          10          22                         311716.92
       2017          10          23                         292572.99
       2017          10          24                         274398.71
       2017          10          25                         257484.11
       2017          10          26                         240790.85
       2017          10          27                         224804.87
       2017          10          28                         211305.56
       2017          10          29                         197844.33
       2017          10          30                         184777.99
       2017          10          31                         173387.61
       2017          11           1                         162942.97
       2017          11           2                         153101.81
       2017          11           3                         143810.46
       2017          11           4                         135495.33
       2017          11           5                         127776.93
       2017          11           6                         121101.57
       2017          11           7                         115306.32
       2017          11           8                         110074.02
       2017          11           9                         105496.81
       2017          11          10                         102308.11
       2017          11          11                          99545.96
       2017          11          12                          97701.37
       2017          11          13                          96732.27
       2017          11          14                          96414.75
       2017          11          15                          97910.19
       2017          11          16                         100004.36
       2017          11          17                         103317.43
       2017          11          18                         107678.62
       2017          11          19                         113683.62
       2017          11          20                         121537.11
       2017          11          21                         130462.86
       2017          11          22                         142310.45
       2017          11          23                         156397.32
       2017          11          24                         172189.58
       2017          11          25                         190795.17
       2017          11          26                         212750.81
       2017          11          27                         237899.99
       2017          11          28                         265669.42
       2017          11          29                         296824.13
       2017          11          30                         332273.85
       2017          12           1                         371129.71
       2017          12           2                         414164.12
       2017          12           3                         459617.95
       2017          12           4                         510150.48
       2017          12           5                         563871.26
       2017          12           6                         620999.67
       2017          12           7                         680800.42
       2017          12           8                         743290.45
       2017          12           9                         806609.86
       2017          12          10                         870601.76
       2017          12          11                         936209.01
       2017          12          12                        1001168.48
       2017          12          13                        1066320.16
       2017          12          14                        1131443.21
       2017          12          15                        1193549.51
       2017          12          16                        1252827.96
       2017          12          17                        1308597.65
       2017          12          18                        1360744.36
       2017          12          19                        1408363.32
       2017          12          20                        1451414.41
       2017          12          21                        1488844.43
       2017          12          22                        1523053.62
       2017          12          23                        1550154.99
       2017          12          24                        1570915.14
       2017          12          25                        1585588.62
       2017          12          26                        1594779.35
       2017          12          27                        1597583.12
       2017          12          28                        1594542.41
       2017          12          29                        1585673.88
       2017          12          30                        1570634.96
       2017          12          31                        1549319.37

  2192 record(s) selected.

